,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptoms_5
317,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
318,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
319,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
320,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
321,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
322,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
323,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
324,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
325,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
326,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
327,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
328,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
329,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
330,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
331,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
332,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
333,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
334,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
335,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
336,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
337,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
338,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
339,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
340,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
341,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
342,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
343,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
344,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
345,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
346,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
347,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
348,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
349,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
350,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
351,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
352,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
353,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
354,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
355,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
356,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
357,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
358,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
359,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
360,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
361,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
362,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
363,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
364,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
365,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
366,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
367,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
368,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
369,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
370,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
371,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
372,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
373,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
374,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
375,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
376,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
377,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
378,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
379,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
380,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
381,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
382,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
383,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
384,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
385,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
386,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
387,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
388,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
389,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
390,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
391,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
392,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
393,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
394,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
395,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
396,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
397,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
398,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
399,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
400,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
401,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
402,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
403,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
404,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
405,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
406,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
407,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
408,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
409,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
410,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
411,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,,
412,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,skin_peeling
413,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,skin_peeling
414,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,skin_peeling
415,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,skin_peeling
416,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,skin_peeling
417,Fungal infection,itching, skin_rash, dischromic _patches,,
418,Fungal infection,itching, skin_rash, nodal_skin_eruptions,,
419,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
420,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
421,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
422,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
423,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
424,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
425,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
426,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
427,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
428,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
429,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
430,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
431,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
432,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
433,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
434,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
435,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
436,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
437,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
438,GERD, stomach_pain, acidity, vomiting,dark_urine, itching
439,GERD, stomach_pain, acidity,dark_urine, itching, fatigue
440,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,abdominal_pain
441,Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite,abdominal_pain
442,Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite,abdominal_pain
443,Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite,abdominal_pain
444,Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite,abdominal_pain
445,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,abdominal_pain
446,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,abdominal_pain
447,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,abdominal_pain
448,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,abdominal_pain
449,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,abdominal_pain
450,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,
451,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination,
452,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination,
453,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination,
454,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,
455,Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination,
456,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination,
457,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination,
458,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination,
459,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,
460,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases,
461,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases,
462,Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases,
463,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases,
464,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases,
465,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, passage_of_gases,
466,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain,
467,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain,
468,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain,
469,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain,
470,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
471,AIDS, patches_in_throat, high_fever, extra_marital_contacts,,
472,AIDS, muscle_wasting, high_fever, extra_marital_contacts,,
473,AIDS, muscle_wasting, patches_in_throat, extra_marital_contacts,,
474,AIDS, muscle_wasting, patches_in_throat, high_fever,,
475,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
476,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
477,AIDS, patches_in_throat, high_fever, extra_marital_contacts,,
478,AIDS, muscle_wasting, high_fever, extra_marital_contacts,,
479,AIDS, muscle_wasting, patches_in_throat, high_fever,,
480,Diabetes , fatigue, weight_loss, restlessness, lethargy,
481,Diabetes , fatigue, weight_loss, restlessness, lethargy,
482,Diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level,
483,Diabetes , fatigue, restlessness, lethargy, irregular_sugar_level,
484,Diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level,
485,Diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level,
486,Diabetes , fatigue, weight_loss, restlessness, lethargy,
487,Diabetes , fatigue, weight_loss, restlessness, lethargy,
488,Diabetes , fatigue, weight_loss, restlessness, lethargy,
489,Diabetes , fatigue, weight_loss, restlessness, lethargy,
490,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
491,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
492,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,,
493,Gastroenteritis, vomiting, dehydration, diarrhoea,,
494,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,,
495,Gastroenteritis, vomiting, sunken_eyes, dehydration,,
496,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
497,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,,
498,Gastroenteritis, vomiting, dehydration, diarrhoea,,
499,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,,
500,Bronchial Asthma, fatigue, cough, high_fever, breathlessness,
501,Bronchial Asthma, cough, high_fever, breathlessness, family_history,
502,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history,
503,Bronchial Asthma, fatigue, cough, breathlessness, family_history,
504,Bronchial Asthma, fatigue, cough, high_fever, family_history,
505,Bronchial Asthma, fatigue, cough, high_fever, breathlessness,
506,Bronchial Asthma, fatigue, cough, high_fever, breathlessness,
507,Bronchial Asthma, fatigue, cough, high_fever, breathlessness,
508,Bronchial Asthma, cough, high_fever, breathlessness, family_history,
509,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history,
510,Hypertension , headache, chest_pain, dizziness, loss_of_balance,
511,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,fast_heart_rate
512,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,fast_heart_rate
513,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,fast_heart_rate
514,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,fast_heart_rate
515,Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
516,Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
517,Hypertension , chest_pain, chest_pain, dizziness, loss_of_balance, lack_of_concentration
518,Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
519,Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
