Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,
GERD,heartburn,acid_regurgitation,chest_pain,difficulty_swallowing,chronic_cough,
GERD,heartburn,acid_regurgitation,chest_pain,difficulty_swallowing,chronic_cough,
GERD,heartburn,acid_regurgitation,chest_pain,difficulty_swallowing,chronic_cough,
GERD,heartburn,acid_regurgitation,chest_pain,difficulty_swallowing,chronic_cough,
GERD,heartburn,acid_regurgitation,chest_pain,difficulty_swallowing,chronic_cough,
GERD,heartburn,acid_regurgitation,chest_pain,difficulty_swallowing,chronic_cough,
GERD,heartburn,acid_regurgitation,chest_pain,difficulty_swallowing,chronic_cough,
GERD,heartburn,acid_regurgitation,chest_pain,difficulty_swallowing,chronic_cough,
GERD,heartburn,acid_regurgitation,chest_pain,difficulty_swallowing,chronic_cough,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Gallstones,upper_abdominal_pain,nausea,vomiting,jaundice,indigestion,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Pancreatitis,severe_abdominal_pain,nausea,vomiting,fever,rapid_pulse,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Irritable bowel syndrome,abdominal_pain,bloating,diarrhea,constipation,gas,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Ulcerative colitis,diarrhea,bloody_stool,abdominal_pain,weight_loss,fatigue,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Crohn disease,abdominal_pain,diarrhea,weight_loss,fatigue,fever,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Diabetes mellitus,frequent_urination,excessive_thirst,weight_loss,fatigue,blurred_vision,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hypoglycemia,sweating,dizziness,confusion,headache,palpitations,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hyperthyroidism,weight_loss,rapid_heartbeat,sweating,irritability,heat_intolerance,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypothyroidism,weight_gain,fatigue,cold_intolerance,constipation,dry_skin,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Hypertension,headache,dizziness,blurred_vision,chest_pain,shortness_of_breath,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Coronary artery disease,chest_pain,shortness_of_breath,fatigue,nausea,rapid_heartbeat,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart attack,chest_pain,shortness_of_breath,sweating,nausea,dizziness,
Heart failure,shortness_of_breath,swelling_of_legs,fatigue,rapid_heartbeat,persistent_cough,
